hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adr,stays_in_week_nights,stays_in_weekend_nights,country,revenue
Resort Hotel,0,143,2016,July,127.2,5,1,FRA,763.2
Resort Hotel,0,1,2016,July,201.0,1,0,PRT,201.0
Resort Hotel,0,8,2016,July,229.0,2,0,CZE,458.0
Resort Hotel,0,33,2016,July,184.0,2,0,GBR,368.0
Resort Hotel,0,24,2016,July,191.0,1,0,AUS,191.0
Resort Hotel,0,24,2016,July,191.0,1,0,PRT,191.0
Resort Hotel,0,7,2016,July,221.1,2,0,USA,442.2
Resort Hotel,0,0,2016,July,199.0,1,0,PRT,199.0
Resort Hotel,0,0,2017,August,176.0,1,0,PRT,176.0
Resort Hotel,0,181,2016,July,152.0,4,0,ESP,608.0
Resort Hotel,0,37,2016,July,179.0,1,0,NLD,179.0
Resort Hotel,0,27,2016,July,151.76,3,1,CN,607.04
Resort Hotel,0,4,2016,July,196.0,5,1,IRL,1176.0
Resort Hotel,0,32,2016,July,226.33,2,1,ARE,678.99
Resort Hotel,0,0,2016,July,180.0,5,1,USA,1080.0
Resort Hotel,0,4,2016,July,209.71,5,2,BEL,1467.97
Resort Hotel,0,210,2016,July,186.1,4,1,SWE,930.5
Resort Hotel,0,10,2016,August,0.0,0,0,PRT,0.0
Resort Hotel,0,65,2016,July,192.67,2,1,FIN,578.01
Resort Hotel,0,60,2016,July,194.0,2,1,FIN,582.0
Resort Hotel,0,32,2016,July,209.0,5,2,ESP,1463.0
Resort Hotel,0,6,2016,July,195.0,4,1,GBR,975.0
Resort Hotel,0,65,2016,July,193.33,2,1,FIN,579.99
Resort Hotel,0,55,2016,July,191.0,0,1,NOR,191.0
Resort Hotel,0,6,2016,July,207.0,4,1,ARE,1035.0
Resort Hotel,0,27,2016,July,165.04,2,1,ESP,495.12
Resort Hotel,0,30,2016,August,189.42,1,1,PRT,378.84
Resort Hotel,0,147,2016,July,212.5,4,1,AGO,1062.5
Resort Hotel,0,3,2016,July,207.05,1,1,NOR,414.1
Resort Hotel,0,143,2016,July,124.2,5,3,PRT,993.6
Resort Hotel,0,26,2016,July,192.0,1,1,SGP,384.0
Resort Hotel,0,185,2016,July,90.1,5,2,PRT,630.6999999999999
Resort Hotel,0,41,2016,July,179.0,1,1,SWE,358.0
Resort Hotel,0,1,2016,July,180.0,4,1,ARE,900.0
Resort Hotel,0,4,2016,July,219.0,1,1,ESP,438.0
Resort Hotel,0,68,2016,July,217.43,5,2,ROU,1522.01
Resort Hotel,0,188,2016,July,115.2,5,2,ROU,806.4
Resort Hotel,0,173,2016,July,196.52,5,2,ROU,1375.64
Resort Hotel,0,17,2016,July,0.0,1,1,PRT,0.0
Resort Hotel,0,40,2016,July,215.1,3,1,ESP,860.4
Resort Hotel,0,188,2016,July,155.52,5,2,ROU,1088.64
Resort Hotel,0,12,2016,July,201.0,0,1,ESP,201.0
Resort Hotel,0,6,2016,July,182.0,2,1,PRT,546.0
Resort Hotel,0,17,2016,August,0.0,0,0,QAT,0.0
Resort Hotel,0,0,2016,August,0.0,0,0,PRT,0.0
Resort Hotel,0,181,2016,July,140.0,4,2,GBR,840.0
Resort Hotel,0,179,2016,July,114.2,5,2,GBR,799.4
Resort Hotel,0,160,2016,July,129.2,3,2,CN,646.0
Resort Hotel,0,0,2016,August,102.49,0,1,USA,102.49
Resort Hotel,0,83,2016,July,144.0,5,3,ITA,1152.0
Resort Hotel,0,0,2016,July,221.5,0,2,IRL,443.0
Resort Hotel,0,193,2016,July,128.0,6,4,PRT,1280.0
Resort Hotel,0,192,2016,July,132.36,5,2,IRL,926.5200000000001
Resort Hotel,0,0,2016,July,182.33,1,2,RUS,546.99
Resort Hotel,0,83,2016,July,153.0,5,3,ITA,1224.0
Resort Hotel,0,83,2016,July,179.0,5,3,ITA,1432.0
Resort Hotel,0,83,2016,July,144.0,5,3,ITA,1152.0
Resort Hotel,0,62,2017,April,85.0,4,1,ITA,425.0
Resort Hotel,0,113,2016,July,193.8,5,2,USA,1356.6000000000001
Resort Hotel,0,113,2016,July,181.8,5,2,USA,1272.6000000000001
Resort Hotel,0,0,2016,August,141.0,0,1,ESP,141.0
Resort Hotel,0,193,2016,July,126.0,6,4,PRT,1260.0
Resort Hotel,0,83,2016,July,144.0,5,3,PRT,1152.0
Resort Hotel,0,60,2017,April,90.0,5,3,ITA,720.0
Resort Hotel,0,1,2016,July,229.0,2,2,DEU,916.0
Resort Hotel,0,174,2016,July,100.8,5,2,PRT,705.6
Resort Hotel,0,137,2016,July,178.46,5,2,BEL,1249.22
Resort Hotel,0,188,2016,July,115.05,5,2,GBR,805.35
Resort Hotel,0,188,2016,July,113.05,5,2,PRT,791.35
Resort Hotel,0,103,2016,July,209.0,1,2,ESP,627.0
Resort Hotel,0,103,2016,July,221.0,1,2,ESP,663.0
Resort Hotel,0,58,2016,July,215.5,2,2,CN,862.0
Resort Hotel,0,12,2016,August,209.0,1,0,PRT,209.0
Resort Hotel,0,23,2016,July,187.57,5,2,HUN,1312.99
Resort Hotel,0,145,2016,July,102.6,6,4,GBR,1026.0
Resort Hotel,0,147,2016,July,102.51,5,2,GBR,717.57
Resort Hotel,0,145,2016,July,121.7,6,3,NLD,1095.3
Resort Hotel,0,175,2016,July,128.0,6,3,NLD,1152.0
Resort Hotel,0,32,2016,July,173.05,4,2,GBR,1038.3000000000002
Resort Hotel,0,126,2016,July,200.29,5,2,ESP,1402.03
Resort Hotel,0,23,2016,July,203.0,4,2,ITA,1218.0
Resort Hotel,0,1,2016,August,0.0,0,0,ESP,0.0
Resort Hotel,0,161,2016,July,125.0,5,2,GBR,875.0
Resort Hotel,0,161,2016,July,90.1,5,2,GBR,630.6999999999999
Resort Hotel,0,1,2016,August,189.0,1,0,AUS,189.0
Resort Hotel,0,1,2016,August,151.0,1,0,PRT,151.0
Resort Hotel,0,179,2016,July,103.5,2,2,CN,414.0
Resort Hotel,0,179,2016,July,105.5,2,2,CN,422.0
Resort Hotel,0,171,2016,July,111.8,2,2,CN,447.2
Resort Hotel,0,136,2016,July,187.4,3,2,CN,937.0
Resort Hotel,0,53,2016,July,175.56,3,2,GBR,877.8
Resort Hotel,0,126,2016,August,211.0,2,1,CHE,633.0
Resort Hotel,0,159,2016,July,102.8,2,2,CN,411.2
Resort Hotel,0,51,2016,August,201.0,1,0,PRT,201.0
Resort Hotel,0,163,2016,July,102.8,2,2,CN,411.2
Resort Hotel,0,163,2016,July,100.8,2,2,CN,403.2
Resort Hotel,0,185,2016,July,105.5,2,2,CN,422.0
Resort Hotel,0,167,2016,July,100.8,2,2,PRT,403.2
Resort Hotel,0,187,2016,July,95.4,2,2,PRT,381.6
Resort Hotel,0,187,2016,July,95.4,2,2,CN,381.6
Resort Hotel,0,1,2016,August,149.0,1,0,ESP,149.0
Resort Hotel,0,1,2016,August,199.0,1,0,PRT,199.0
Resort Hotel,0,0,2016,August,219.0,2,0,AUS,438.0
Resort Hotel,0,152,2016,July,185.25,3,2,PRT,926.25
Resort Hotel,0,0,2016,August,205.0,1,0,PRT,205.0
Resort Hotel,0,54,2016,July,168.98,3,2,GBR,844.9
Resort Hotel,0,52,2016,July,216.57,5,2,ROU,1515.99
Resort Hotel,0,56,2016,August,199.0,3,0,ESP,597.0
Resort Hotel,0,166,2016,August,140.0,3,1,FRA,560.0
Resort Hotel,0,59,2016,July,195.26,3,2,PRT,976.3
Resort Hotel,0,218,2016,July,117.19,3,2,CHE,585.95
Resort Hotel,0,237,2016,August,210.0,3,1,PRT,840.0
Resort Hotel,0,197,2016,August,192.66,3,0,PRT,577.98
Resort Hotel,0,191,2016,July,150.35,3,2,PRT,751.75
Resort Hotel,0,34,2016,August,165.23,3,0,CHE,495.68999999999994
Resort Hotel,0,170,2016,July,138.8,3,2,PRT,694.0
Resort Hotel,0,1,2016,August,201.0,2,0,IRL,402.0
Resort Hotel,0,147,2016,July,171.5,3,2,PRT,857.5
Resort Hotel,0,151,2016,August,115.2,3,1,CN,460.8
Resort Hotel,0,151,2016,August,117.2,3,1,CN,468.8
Resort Hotel,0,123,2016,July,216.98,3,2,CHE,1084.8999999999999
Resort Hotel,0,191,2016,July,191.55,5,2,PRT,1340.8500000000001
Resort Hotel,0,151,2016,August,115.2,3,1,CN,460.8
Resort Hotel,0,189,2016,August,191.0,3,0,PRT,573.0
Resort Hotel,0,1,2016,August,211.0,2,0,ESP,422.0
Resort Hotel,0,1,2016,August,199.0,1,0,PRT,199.0
Resort Hotel,0,112,2016,August,221.0,3,1,PRT,884.0
Resort Hotel,0,121,2016,July,221.38,6,2,ITA,1771.04
Resort Hotel,0,161,2016,July,150.8,5,2,PRT,1055.6000000000001
Resort Hotel,0,175,2016,July,150.0,5,2,PRT,1050.0
Resort Hotel,0,162,2016,July,194.25,5,2,PRT,1359.75
Resort Hotel,0,180,2016,August,138.6,4,1,PRT,693.0
Resort Hotel,0,180,2016,August,187.8,4,1,PRT,939.0
Resort Hotel,0,136,2016,August,223.0,2,0,GBR,446.0
Resort Hotel,0,187,2016,July,173.79,5,2,PRT,1216.53
Resort Hotel,0,2,2016,August,176.53,2,0,FRA,353.06
Resort Hotel,0,152,2016,August,172.0,4,1,PRT,860.0
Resort Hotel,0,284,2016,July,224.5,5,2,PRT,1571.5
Resort Hotel,0,2,2016,August,210.51,2,0,PRT,421.02
Resort Hotel,0,12,2016,August,221.0,4,0,IRL,884.0
Resort Hotel,0,153,2016,July,139.5,4,2,PRT,837.0
Resort Hotel,0,153,2016,July,166.5,4,2,PRT,999.0
Resort Hotel,0,1,2016,August,172.0,1,0,PRT,172.0
Resort Hotel,0,152,2016,July,194.0,4,2,PRT,1164.0
Resort Hotel,0,93,2016,August,189.0,4,0,PRT,756.0
Resort Hotel,0,0,2016,August,199.0,1,0,GBR,199.0
Resort Hotel,0,41,2016,August,203.59,4,0,PRT,814.36
Resort Hotel,0,0,2016,August,167.54,1,0,FRA,167.54
Resort Hotel,0,158,2016,July,143.1,5,2,NOR,1001.6999999999999
Resort Hotel,0,145,2016,July,186.26,5,2,NOR,1303.82
Resort Hotel,0,57,2016,August,157.53,2,0,GBR,315.06
Resort Hotel,0,145,2016,July,184.55,5,2,NOR,1291.8500000000001
Resort Hotel,0,156,2016,August,201.0,5,2,PRT,1407.0
Resort Hotel,0,196,2016,August,90.1,5,1,DEU,540.5999999999999
Resort Hotel,0,180,2016,July,156.6,5,2,PRT,1096.2
Resort Hotel,0,191,2016,July,146.94,6,2,LUX,1175.52
Resort Hotel,0,214,2017,August,179.4,5,2,LUX,1255.8
Resort Hotel,0,1,2016,August,196.42,2,0,ESP,392.84
Resort Hotel,0,41,2016,August,226.0,4,0,IRL,904.0
Resort Hotel,0,0,2016,August,0.0,0,0,PRT,0.0
Resort Hotel,0,15,2016,August,219.0,5,0,ESP,1095.0
Resort Hotel,0,152,2016,August,174.0,5,0,PRT,870.0
Resort Hotel,0,152,2016,August,162.0,5,0,PRT,810.0
Resort Hotel,0,0,2016,August,219.0,2,0,PRT,438.0
Resort Hotel,0,60,2016,August,221.0,3,0,PRT,663.0
Resort Hotel,0,2,2016,August,167.0,0,1,PRT,167.0
Resort Hotel,0,114,2016,August,189.0,1,0,PRT,189.0
Resort Hotel,0,15,2016,August,195.58,3,0,PRT,586.74
Resort Hotel,0,15,2016,August,168.63,3,0,PRT,505.89
Resort Hotel,0,15,2016,August,168.63,3,0,PRT,505.89
Resort Hotel,0,203,2016,August,127.71,5,2,IRL,893.9699999999999
Resort Hotel,0,9,2016,August,215.67,2,1,GBR,647.01
Resort Hotel,0,180,2016,August,187.0,5,2,PRT,1309.0
Resort Hotel,0,25,2016,August,131.0,0,1,DEU,131.0
Resort Hotel,0,19,2016,August,221.0,4,1,PRT,1105.0
Resort Hotel,0,100,2016,August,201.0,1,1,ESP,402.0
Resort Hotel,0,18,2016,August,175.2,4,1,GBR,876.0
Resort Hotel,0,111,2016,August,221.0,5,2,PRT,1547.0
Resort Hotel,0,187,2017,August,175.23,5,2,PRT,1226.61
Resort Hotel,0,1,2016,August,169.0,0,1,IRL,169.0
Resort Hotel,0,214,2016,August,138.0,5,2,PRT,966.0
Resort Hotel,0,76,2016,August,203.0,1,1,PRT,406.0
Resort Hotel,0,0,2016,August,212.05,1,1,FRA,424.1
Resort Hotel,0,3,2016,August,177.0,0,1,ESP,177.0
Resort Hotel,0,174,2016,August,177.5,5,2,PRT,1242.5
Resort Hotel,0,145,2016,August,214.86,5,2,PRT,1504.02
Resort Hotel,0,90,2016,August,179.0,1,1,ESP,358.0
Resort Hotel,0,90,2016,August,191.0,1,1,ESP,382.0
Resort Hotel,0,180,2016,August,174.0,5,2,ROU,1218.0
Resort Hotel,0,1,2016,August,200.05,1,1,ARG,400.1
Resort Hotel,0,177,2016,August,150.8,5,2,PRT,1055.6000000000001
Resort Hotel,0,2,2016,August,206.0,1,1,PRT,412.0
Resort Hotel,0,174,2016,August,165.0,5,2,PRT,1155.0
Resort Hotel,0,180,2016,August,154.0,5,2,ROU,1078.0
Resort Hotel,0,174,2016,August,177.5,5,2,PRT,1242.5
Resort Hotel,0,0,2016,August,134.1,0,1,PRT,134.1
Resort Hotel,0,3,2016,August,165.0,0,1,PRT,165.0
Resort Hotel,0,97,2016,August,223.0,5,2,FRA,1561.0
Resort Hotel,0,97,2016,August,209.0,5,2,FRA,1463.0
Resort Hotel,0,200,2016,August,128.0,5,2,GBR,896.0
Resort Hotel,0,207,2016,July,92.1,5,4,GBR,828.9
Resort Hotel,0,5,2016,August,210.6,0,1,CHE,210.6
Resort Hotel,0,180,2016,July,112.8,5,4,PRT,1015.1999999999999
Resort Hotel,0,42,2016,August,218.51,2,2,ESP,874.04
Resort Hotel,0,56,2016,August,209.0,2,2,FRA,836.0
Resort Hotel,0,51,2016,August,202.5,2,2,BRA,810.0
Resort Hotel,0,56,2016,August,223.0,2,2,MAR,892.0
Resort Hotel,0,133,2016,August,203.0,2,2,PRT,812.0
Resort Hotel,0,5,2016,August,209.75,0,2,PRT,419.5
Resort Hotel,0,12,2016,August,211.0,2,0,PRT,422.0
Resort Hotel,0,182,2017,August,207.33,1,2,PRT,621.99
Resort Hotel,0,154,2016,August,183.0,5,2,IRL,1281.0
Resort Hotel,0,113,2016,August,201.0,3,2,PRT,1005.0
Resort Hotel,0,4,2016,August,203.11,1,2,GBR,609.33
Resort Hotel,0,141,2016,August,126.0,5,2,NLD,882.0
Resort Hotel,0,141,2016,August,128.0,5,2,PRT,896.0
Resort Hotel,0,180,2016,August,126.0,4,2,CN,756.0
Resort Hotel,0,180,2016,August,159.5,4,2,CN,957.0
Resort Hotel,0,180,2016,August,159.5,4,2,FRA,957.0
Resort Hotel,0,180,2016,August,126.0,4,2,CN,756.0
Resort Hotel,0,235,2016,August,160.75,6,3,PRT,1446.75
Resort Hotel,0,152,2016,August,134.1,5,2,ROU,938.6999999999999
Resort Hotel,0,108,2016,August,209.0,5,2,PRT,1463.0
Resort Hotel,0,83,2016,August,216.0,4,2,ESP,1296.0
Resort Hotel,0,45,2016,August,173.25,1,1,ESP,346.5
Resort Hotel,0,47,2016,August,185.96,6,2,ESP,1487.68
Resort Hotel,0,207,2016,August,146.0,6,3,IRL,1314.0
Resort Hotel,0,107,2016,August,192.0,2,2,ESP,768.0
Resort Hotel,0,207,2016,August,144.0,6,3,IRL,1296.0
Resort Hotel,0,151,2016,August,166.66,6,3,GBR,1499.94
Resort Hotel,0,187,2016,August,140.0,1,1,CN,280.0
Resort Hotel,0,70,2016,August,176.78,5,2,NOR,1237.46
Resort Hotel,0,11,2016,August,227.0,1,2,PRT,681.0
Resort Hotel,0,161,2016,August,125.5,5,2,PRT,878.5
Resort Hotel,0,132,2016,August,194.0,5,2,PRT,1358.0
Resort Hotel,0,132,2016,August,229.0,5,2,PRT,1603.0
Resort Hotel,0,9,2016,August,227.0,1,2,BRA,681.0
Resort Hotel,0,132,2016,August,229.0,5,2,PRT,1603.0
Resort Hotel,0,138,2016,August,0.0,0,0,GBR,0.0
Resort Hotel,0,204,2016,August,159.5,4,2,CHE,957.0
Resort Hotel,0,197,2016,August,148.0,4,2,ESP,888.0
Resort Hotel,0,34,2016,August,211.0,3,2,PRT,1055.0
Resort Hotel,0,199,2016,August,148.8,2,2,CN,595.2
Resort Hotel,0,195,2016,August,116.1,5,2,GBR,812.6999999999999
Resort Hotel,0,195,2016,August,116.1,5,2,PRT,812.6999999999999
Resort Hotel,0,151,2016,August,159.27,3,2,CHE,796.35
Resort Hotel,0,8,2016,August,219.0,1,0,PRT,219.0
Resort Hotel,0,34,2016,August,221.0,2,2,IRL,884.0
Resort Hotel,0,145,2016,August,137.83,2,1,PRT,413.49
Resort Hotel,0,136,2016,August,165.23,2,2,PRT,660.92
Resort Hotel,0,151,2016,August,167.9,2,1,PRT,503.70000000000005
Resort Hotel,0,151,2016,August,204.5,2,1,USA,613.5
Resort Hotel,0,84,2016,August,218.67,2,1,ESP,656.01
Resort Hotel,0,88,2016,August,211.25,6,2,GBR,1690.0
Resort Hotel,0,72,2016,August,207.05,2,0,FRA,414.1
Resort Hotel,0,194,2016,August,97.4,2,2,PRT,389.6
Resort Hotel,0,52,2016,August,195.0,2,2,ESP,780.0
Resort Hotel,0,151,2016,August,132.9,2,1,USA,398.70000000000005
Resort Hotel,0,136,2016,August,193.0,3,2,PRT,965.0
Resort Hotel,0,182,2016,August,150.6,2,0,PRT,301.2
Resort Hotel,0,172,2016,August,174.0,4,2,ESP,1044.0
Resort Hotel,0,0,2016,August,229.0,1,0,PRT,229.0
Resort Hotel,0,179,2016,August,199.5,3,2,PRT,997.5
Resort Hotel,0,226,2016,August,138.0,3,1,PRT,552.0
Resort Hotel,0,37,2016,August,216.0,3,1,IRL,864.0
Resort Hotel,0,1,2016,August,149.0,1,0,PRT,149.0
Resort Hotel,0,0,2017,February,56.0,0,1,PRT,56.0
Resort Hotel,0,0,2017,February,43.0,1,0,PRT,43.0
Resort Hotel,0,17,2016,August,224.0,3,1,ESP,896.0
Resort Hotel,0,5,2016,August,189.0,1,0,IRL,189.0
Resort Hotel,0,6,2016,August,227.1,2,0,CN,454.2
Resort Hotel,0,2,2016,August,197.67,3,0,PRT,593.01
Resort Hotel,0,107,2016,August,211.0,3,0,PRT,633.0
Resort Hotel,0,107,2016,August,221.0,3,0,PRT,663.0
Resort Hotel,0,0,2016,August,219.0,1,0,PRT,219.0
Resort Hotel,0,13,2016,August,224.0,3,1,ESP,896.0
Resort Hotel,0,9,2016,August,219.0,1,0,ESP,219.0
Resort Hotel,0,193,2016,August,172.0,4,2,GBR,1032.0
Resort Hotel,0,66,2016,August,221.0,5,2,ESP,1547.0
Resort Hotel,0,91,2016,August,215.0,4,1,PRT,1075.0
Resort Hotel,0,38,2016,August,195.2,1,0,AUS,195.2
Resort Hotel,0,44,2016,August,201.0,3,0,MAR,603.0
Resort Hotel,0,166,2016,August,127.2,4,1,PRT,636.0
Resort Hotel,0,135,2016,August,137.83,4,0,IRL,551.32
Resort Hotel,0,136,2016,August,181.0,4,2,PRT,1086.0
Resort Hotel,0,16,2016,August,227.1,3,0,PRT,681.3
Resort Hotel,0,85,2016,August,203.29,5,2,PRT,1423.03
Resort Hotel,0,85,2016,August,213.57,5,2,PRT,1494.99
Resort Hotel,0,22,2016,August,195.58,1,0,USA,195.58
Resort Hotel,0,241,2016,August,157.5,4,2,CHE,945.0
Resort Hotel,0,2,2016,August,189.0,2,0,ESP,378.0
Resort Hotel,0,37,2016,August,187.88,3,0,USA,563.64
Resort Hotel,0,36,2016,August,229.0,3,0,SWE,687.0
Resort Hotel,0,22,2016,August,219.0,4,2,ESP,1314.0
Resort Hotel,0,205,2016,August,117.21,5,2,GBR,820.4699999999999
Resort Hotel,0,119,2016,August,155.71,5,2,PRT,1089.97
Resort Hotel,0,106,2016,August,209.0,4,1,TUR,1045.0
Resort Hotel,0,39,2016,August,216.5,2,0,ESP,433.0
Resort Hotel,0,9,2016,August,202.28,1,0,FRA,202.28
Resort Hotel,0,205,2016,August,194.0,5,2,PRT,1358.0
Resort Hotel,0,45,2016,August,213.0,3,0,FRA,639.0
Resort Hotel,0,194,2016,August,113.35,5,2,GBR,793.4499999999999
Resort Hotel,0,251,2016,August,118.5,5,1,FRA,711.0
Resort Hotel,0,164,2016,August,131.6,6,2,FRA,1052.8
Resort Hotel,0,157,2016,August,184.0,5,1,FRA,1104.0
Resort Hotel,0,131,2016,August,211.0,5,1,PRT,1266.0
Resort Hotel,0,112,2016,August,189.0,5,1,PRT,1134.0
Resort Hotel,0,112,2016,August,199.0,5,1,PRT,1194.0
Resort Hotel,0,164,2016,August,131.1,6,2,FRA,1048.8
Resort Hotel,0,213,2016,August,127.9,5,1,PRT,767.4000000000001
Resort Hotel,0,213,2016,August,126.0,5,1,PRT,756.0
Resort Hotel,0,90,2016,August,201.0,4,0,ESP,804.0
Resort Hotel,0,6,2016,August,209.0,1,0,ESP,209.0
Resort Hotel,0,107,2016,August,221.0,5,1,PRT,1326.0
Resort Hotel,0,78,2016,August,189.0,3,0,ESP,567.0
Resort Hotel,0,172,2016,August,117.2,6,3,GBR,1054.8
Resort Hotel,0,1,2016,August,211.0,0,1,PRT,211.0
Resort Hotel,0,51,2016,August,221.0,5,1,ESP,1326.0
Resort Hotel,0,207,2016,August,152.0,2,1,PRT,456.0
Resort Hotel,0,17,2016,August,215.0,0,1,DEU,215.0
Resort Hotel,0,160,2016,August,164.8,5,2,PRT,1153.6000000000001
Resort Hotel,0,110,2016,August,189.0,4,1,IRL,945.0
Resort Hotel,0,97,2016,August,198.5,2,1,PRT,595.5
Resort Hotel,0,208,2016,August,126.0,5,2,PRT,882.0
Resort Hotel,0,194,2016,August,190.0,6,3,PRT,1710.0
Resort Hotel,0,4,2016,August,181.6,0,1,PRT,181.6
Resort Hotel,0,87,2016,August,189.0,2,1,PRT,567.0
Resort Hotel,0,71,2016,August,178.43,2,1,PRT,535.29
Resort Hotel,0,17,2016,August,227.67,5,1,FRA,1366.02
Resort Hotel,0,102,2016,August,189.0,2,1,ESP,567.0
Resort Hotel,0,131,2016,August,206.1,5,2,PRT,1442.7
Resort Hotel,0,13,2016,August,161.1,5,2,DEU,1127.7
Resort Hotel,0,131,2016,August,180.1,5,2,PRT,1260.7
Resort Hotel,0,92,2016,August,207.33,5,1,PRT,1243.98
Resort Hotel,0,136,2016,August,203.1,1,1,PRT,406.2
Resort Hotel,0,102,2017,July,209.0,5,2,PRT,1463.0
Resort Hotel,0,57,2016,August,215.1,2,1,PRT,645.3
Resort Hotel,0,147,2016,August,138.7,4,1,NLD,693.5
Resort Hotel,0,214,2016,August,160.0,5,1,PRT,960.0
Resort Hotel,0,71,2016,August,189.0,2,1,ESP,567.0
Resort Hotel,0,2,2016,August,209.0,0,1,AUS,209.0
Resort Hotel,0,110,2016,August,199.29,5,2,PRT,1395.03
Resort Hotel,0,110,2016,August,189.0,5,2,PRT,1323.0
Resort Hotel,0,96,2016,August,0.0,0,0,PRT,0.0
Resort Hotel,0,199,2016,August,142.76,5,2,GBR,999.3199999999999
Resort Hotel,0,122,2016,August,145.53,1,2,GBR,436.59000000000003
Resort Hotel,0,83,2016,August,204.1,4,2,FRA,1224.6
Resort Hotel,0,83,2016,August,186.6,4,2,FRA,1119.6
Resort Hotel,0,56,2016,August,225.0,5,2,PRT,1575.0
Resort Hotel,0,203,2016,August,139.99,0,1,PRT,139.99
Resort Hotel,0,204,2016,August,139.99,5,1,PRT,839.94
Resort Hotel,0,131,2016,August,10.5,5,3,PRT,84.0
Resort Hotel,0,43,2016,August,153.23,2,2,ESP,612.92
Resort Hotel,0,63,2016,August,191.0,0,2,ITA,382.0
Resort Hotel,0,75,2016,August,221.0,1,2,CHE,663.0
Resort Hotel,0,24,2016,August,219.0,0,2,IRL,438.0
Resort Hotel,0,175,2016,August,153.39,5,3,IRL,1227.12
Resort Hotel,0,218,2016,August,126.0,1,2,ITA,378.0
Resort Hotel,0,210,2016,August,183.0,5,2,PRT,1281.0
Resort Hotel,0,161,2016,August,182.0,5,2,CHE,1274.0
Resort Hotel,0,165,2016,August,199.26,1,2,ESP,597.78
Resort Hotel,0,1,2016,August,219.0,1,0,PRT,219.0
Resort Hotel,0,147,2016,August,201.0,5,3,SWE,1608.0
Resort Hotel,0,201,2016,August,123.0,1,2,PRT,369.0
Resort Hotel,0,175,2016,August,155.54,5,3,GBR,1244.32
Resort Hotel,0,21,2016,August,228.6,5,2,PRT,1600.2
Resort Hotel,0,185,2016,August,136.0,2,2,ITA,544.0
Resort Hotel,0,145,2016,August,156.6,2,2,ITA,626.4
Resort Hotel,0,145,2016,August,183.6,2,2,ITA,734.4
Resort Hotel,0,145,2016,August,171.6,2,2,ITA,686.4
Resort Hotel,0,145,2016,August,197.1,2,2,ITA,788.4
Resort Hotel,0,93,2016,August,216.33,1,2,CHE,648.99
Resort Hotel,0,57,2016,August,224.0,1,1,CHE,448.0
Resort Hotel,0,24,2016,August,219.0,3,2,GBR,1095.0
Resort Hotel,0,197,2016,August,182.0,5,2,ITA,1274.0
Resort Hotel,0,4,2016,August,208.8,1,2,PRT,626.4000000000001
Resort Hotel,0,207,2016,August,105.34,5,2,DEU,737.38
Resort Hotel,0,145,2016,August,209.1,2,2,ITA,836.4
Resort Hotel,0,214,2016,August,126.0,5,2,PRT,882.0
Resort Hotel,0,108,2016,August,222.0,3,2,ESP,1110.0
Resort Hotel,0,185,2016,August,114.0,2,2,ITA,456.0
Resort Hotel,0,1,2016,August,209.0,1,0,ISR,209.0
Resort Hotel,0,189,2016,August,140.0,5,2,PRT,980.0
Resort Hotel,0,190,2016,August,110.7,5,2,PRT,774.9
Resort Hotel,0,259,2016,August,142.68,5,2,GBR,998.76
Resort Hotel,0,259,2016,August,112.2,5,2,GBR,785.4
Resort Hotel,0,190,2016,August,115.05,5,2,GBR,805.35
Resort Hotel,0,12,2016,August,221.0,2,0,USA,442.0
Resort Hotel,0,4,2016,August,145.2,2,0,PRT,290.4
Resort Hotel,0,118,2016,August,151.83,2,1,DEU,455.49
Resort Hotel,0,15,2016,August,219.0,1,0,PRT,219.0
Resort Hotel,0,205,2016,August,190.75,3,2,PRT,953.75
Resort Hotel,0,136,2016,August,191.0,5,2,PRT,1337.0
Resort Hotel,0,175,2017,August,189.5,6,2,PRT,1516.0
Resort Hotel,0,1,2016,August,221.0,1,0,PRT,221.0
Resort Hotel,0,115,2016,August,196.71,5,2,PRT,1376.97
Resort Hotel,0,154,2016,August,197.8,2,0,FRA,395.6
Resort Hotel,0,154,2016,August,209.8,2,0,PRT,419.6
Resort Hotel,0,211,2016,August,144.0,2,2,GBR,576.0
Resort Hotel,0,4,2016,August,20.0,1,0,ESP,20.0
Resort Hotel,0,1,2016,August,179.0,1,0,DEU,179.0
Resort Hotel,0,1,2016,August,179.0,1,0,AUS,179.0
Resort Hotel,0,2,2016,August,206.0,2,0,ESP,412.0
Resort Hotel,0,140,2016,August,179.0,3,0,FRA,537.0
Resort Hotel,0,1,2016,August,191.0,1,0,ESP,191.0
Resort Hotel,0,1,2016,August,179.0,1,0,ESP,179.0
Resort Hotel,0,1,2016,August,179.0,1,0,ESP,179.0
Resort Hotel,0,187,2016,August,224.0,3,1,PRT,896.0
Resort Hotel,0,0,2016,August,209.0,1,0,ESP,209.0
Resort Hotel,0,173,2016,August,143.0,3,1,PRT,572.0
Resort Hotel,0,0,2016,August,179.0,1,0,ESP,179.0
Resort Hotel,0,11,2016,August,158.73,3,2,GBR,793.65
Resort Hotel,0,124,2016,August,172.8,5,2,PRT,1209.6000000000001
Resort Hotel,0,1,2016,August,199.43,1,0,PRT,199.43
Resort Hotel,0,4,2016,August,175.0,1,0,ESP,175.0
Resort Hotel,0,187,2016,August,212.0,3,1,PRT,848.0
