hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adr,stays_in_week_nights,stays_in_weekend_nights,country,revenue
City Hotel,0,63,2016,July,94.5,1,0,BEL,94.5
City Hotel,0,133,2016,March,84.33,2,1,USA,252.99
City Hotel,0,95,2016,October,99.9,0,1,SVN,99.9
City Hotel,0,53,2016,April,192.0,3,0,FRA,576.0
City Hotel,0,8,2016,May,111.35,1,0,PRT,111.35
City Hotel,0,121,2016,May,103.5,1,0,DEU,103.5
City Hotel,0,16,2016,December,130.9,3,2,FRA,654.5
City Hotel,0,126,2016,January,87.0,2,2,FRA,348.0
City Hotel,0,14,2016,May,72.0,4,0,FRA,288.0
City Hotel,0,0,2015,August,126.0,0,1,FRA,126.0
City Hotel,0,41,2017,June,137.7,2,0,DEU,275.4
City Hotel,0,17,2017,February,100.3,3,1,IRL,401.2
City Hotel,0,73,2016,July,90.78,3,0,FRA,272.34000000000003
City Hotel,0,214,2016,August,158.95,2,2,NLD,635.8
City Hotel,0,20,2017,February,75.0,2,2,FRA,300.0
City Hotel,0,9,2016,May,99.0,1,0,PRT,99.0
City Hotel,0,55,2015,December,106.0,1,1,ESP,212.0
City Hotel,0,72,2016,March,104.4,2,1,DNK,313.20000000000005
City Hotel,0,112,2016,May,111.78,4,0,FRA,447.12
City Hotel,0,161,2016,July,91.38,2,2,NLD,365.52
City Hotel,0,37,2016,June,99.9,0,2,CHE,199.8
City Hotel,0,16,2016,March,141.0,4,0,PRT,564.0
City Hotel,0,8,2016,February,64.0,3,0,FRA,192.0
City Hotel,0,18,2016,November,74.8,4,1,ITA,374.0
City Hotel,0,219,2017,July,156.6,5,2,NOR,1096.2
City Hotel,0,1,2015,October,139.33,2,1,ESP,417.99
City Hotel,0,23,2015,October,105.0,3,2,FRA,525.0
City Hotel,0,148,2016,April,61.56,1,2,NLD,184.68
City Hotel,0,5,2015,December,69.0,2,0,POL,138.0
City Hotel,0,1,2017,February,51.66,1,0,USA,51.66
City Hotel,0,163,2017,March,152.55,3,1,CHE,610.2
City Hotel,0,52,2016,October,120.6,2,2,BEL,482.4
City Hotel,0,33,2017,July,100.0,2,1,PRT,300.0
City Hotel,0,4,2017,March,62.4,3,0,GBR,187.2
City Hotel,0,40,2016,March,98.82,4,1,ITA,494.1
City Hotel,0,2,2015,September,154.0,2,0,AGO,308.0
City Hotel,0,94,2017,March,71.1,3,0,NLD,213.3
City Hotel,0,114,2016,September,129.6,4,1,NLD,648.0
City Hotel,0,36,2015,August,0.0,2,0,ESP,0.0
City Hotel,0,43,2017,April,172.07,1,2,GBR,516.21
City Hotel,0,14,2017,February,80.0,3,0,GBR,240.0
City Hotel,0,116,2016,May,75.0,3,0,FRA,225.0
City Hotel,0,1,2017,February,89.0,1,0,PRT,89.0
City Hotel,0,58,2016,June,125.1,1,0,DEU,125.1
City Hotel,0,0,2017,August,219.0,1,0,FRA,219.0
City Hotel,0,147,2016,July,103.7,2,2,PRT,414.8
City Hotel,0,0,2016,June,121.0,2,0,PRT,242.0
City Hotel,0,52,2016,November,74.8,4,0,NLD,299.2
City Hotel,0,18,2017,January,111.78,2,2,BEL,447.12
City Hotel,0,10,2015,September,117.67,3,0,PRT,353.01
City Hotel,0,5,2017,April,179.0,1,0,PRT,179.0
City Hotel,0,194,2016,April,73.46,3,0,FRA,220.38
City Hotel,0,131,2017,July,164.1,5,2,BEL,1148.7
City Hotel,0,104,2017,January,75.0,2,0,FRA,150.0
City Hotel,0,131,2016,July,121.5,0,2,BGR,243.0
City Hotel,0,127,2017,July,82.08,3,2,GBR,410.4
City Hotel,0,29,2015,December,118.0,3,0,FRA,354.0
City Hotel,0,41,2016,March,99.0,0,2,FRA,198.0
City Hotel,0,44,2016,June,96.3,1,1,DEU,192.6
City Hotel,0,39,2015,December,107.0,1,0,RUS,107.0
City Hotel,0,20,2017,August,121.6,3,1,GBR,486.4
City Hotel,0,56,2017,April,108.0,4,0,BRA,432.0
City Hotel,0,80,2016,August,168.3,3,0,GBR,504.9
City Hotel,0,187,2016,October,78.41,2,1,CHE,235.23
City Hotel,0,72,2017,May,121.1,3,2,FRA,605.5
City Hotel,0,59,2017,April,117.0,2,0,FRA,234.0
City Hotel,0,76,2016,March,58.9,3,2,NLD,294.5
City Hotel,0,11,2016,January,66.0,1,0,PRT,66.0
City Hotel,0,214,2016,September,80.75,2,1,DEU,242.25
City Hotel,0,13,2016,June,121.0,2,0,SGP,242.0
City Hotel,0,29,2015,September,170.0,5,2,AGO,1190.0
City Hotel,0,65,2016,October,113.55,2,0,CZE,227.1
City Hotel,0,207,2017,July,187.5,1,1,GBR,375.0
City Hotel,0,2,2017,July,65.0,1,0,PRT,65.0
City Hotel,0,0,2017,August,180.0,0,1,FRA,180.0
City Hotel,0,264,2015,July,62.0,2,0,PRT,124.0
City Hotel,0,50,2017,April,126.0,2,0,FRA,252.0
City Hotel,0,28,2017,April,115.0,1,0,IRL,115.0
City Hotel,0,8,2015,October,135.0,2,0,BGR,270.0
City Hotel,0,3,2016,December,79.0,2,0,FRA,158.0
City Hotel,0,17,2016,June,101.0,0,1,PRT,101.0
City Hotel,0,176,2017,August,132.5,3,1,FRA,530.0
City Hotel,0,8,2017,January,91.33,1,2,ESP,273.99
City Hotel,0,146,2016,June,91.98,3,1,USA,367.92
City Hotel,0,112,2016,August,112.5,4,0,FRA,450.0
City Hotel,0,5,2016,September,150.0,0,1,CHN,150.0
City Hotel,0,165,2017,July,71.1,2,2,GBR,284.4
City Hotel,0,141,2016,June,132.0,2,1,FRA,396.0
City Hotel,0,16,2016,December,118.8,0,2,ESP,237.6
City Hotel,0,18,2015,December,107.0,0,2,ESP,214.0
City Hotel,0,113,2017,August,130.1,4,0,ESP,520.4
City Hotel,0,15,2015,September,124.0,3,2,FRA,620.0
City Hotel,0,13,2017,July,118.0,0,1,SWE,118.0
City Hotel,0,70,2017,March,75.0,3,0,FRA,225.0
City Hotel,0,148,2016,June,88.12,3,0,PRT,264.36
City Hotel,0,83,2017,March,91.8,4,2,POL,550.8
City Hotel,0,80,2017,August,170.0,2,0,ESP,340.0
City Hotel,0,37,2015,September,105.0,2,0,NZL,210.0
City Hotel,0,30,2016,March,117.3,4,0,BGR,469.2
City Hotel,0,80,2016,November,93.6,1,2,DEU,280.79999999999995
City Hotel,0,157,2016,August,75.27,3,2,BRA,376.35
City Hotel,0,66,2016,November,124.5,3,0,FRA,373.5
City Hotel,0,37,2017,June,130.0,3,0,ITA,390.0
City Hotel,0,88,2016,July,120.8,4,1,FRA,604.0
City Hotel,0,2,2017,February,89.0,1,0,PRT,89.0
City Hotel,0,41,2017,June,128.0,2,2,ESP,512.0
City Hotel,0,68,2017,May,216.0,3,0,USA,648.0
City Hotel,0,15,2016,January,80.0,1,0,FRA,80.0
City Hotel,0,173,2017,June,133.2,1,1,FRA,266.4
City Hotel,0,5,2017,August,155.61,4,0,ITA,622.44
City Hotel,0,38,2017,August,134.5,4,0,FRA,538.0
City Hotel,0,0,2016,May,158.0,1,1,USA,316.0
City Hotel,0,0,2015,December,75.0,1,0,PRT,75.0
City Hotel,0,32,2016,April,165.15,1,0,PRT,165.15
City Hotel,0,145,2017,April,99.0,3,1,ESP,396.0
City Hotel,0,1,2016,March,101.0,0,1,BEL,101.0
City Hotel,0,7,2016,May,78.8,0,1,DEU,78.8
City Hotel,0,104,2017,April,105.0,1,2,USA,315.0
City Hotel,0,156,2016,August,97.75,4,0,NLD,391.0
City Hotel,0,160,2017,July,80.1,5,2,GBR,560.6999999999999
City Hotel,0,87,2016,February,117.79,1,2,GBR,353.37
City Hotel,0,215,2016,November,75.0,2,1,MKD,225.0
City Hotel,0,66,2016,September,96.3,1,0,ESP,96.3
City Hotel,0,51,2016,October,108.0,2,0,AUT,216.0
City Hotel,0,2,2016,October,140.0,2,0,BRA,280.0
City Hotel,0,1,2016,January,45.0,1,0,PRT,45.0
City Hotel,0,58,2015,November,60.0,4,0,FRA,240.0
City Hotel,0,157,2016,July,72.25,3,1,IRL,289.0
City Hotel,0,23,2016,April,115.0,1,0,AUS,115.0
City Hotel,0,13,2017,July,193.0,0,2,ESP,386.0
City Hotel,0,76,2016,December,79.2,1,2,ESP,237.6
City Hotel,0,2,2016,January,0.0,1,0,PRT,0.0
City Hotel,0,5,2017,May,125.0,1,0,PRT,125.0
City Hotel,0,2,2017,August,149.0,1,0,FRA,149.0
City Hotel,0,6,2015,December,65.0,2,0,PRT,130.0
City Hotel,0,1,2017,March,93.0,4,2,AGO,558.0
City Hotel,0,0,2016,September,200.0,1,0,PRT,200.0
City Hotel,0,42,2016,April,103.84,3,1,IRL,415.36
City Hotel,0,7,2016,April,109.0,1,2,FRA,327.0
City Hotel,0,1,2016,May,130.0,1,1,CHE,260.0
City Hotel,0,13,2016,December,66.71,2,1,FRA,200.13
City Hotel,0,11,2017,February,109.3,3,2,FRA,546.5
City Hotel,0,6,2016,December,88.35,3,1,FRA,353.4
City Hotel,0,0,2017,January,75.0,1,0,PRT,75.0
City Hotel,0,39,2016,June,168.3,2,0,USA,336.6
City Hotel,0,168,2017,June,80.1,5,2,BEL,560.6999999999999
City Hotel,0,91,2017,May,89.1,1,0,CN,89.1
City Hotel,0,46,2016,March,90.0,2,1,PRT,270.0
City Hotel,0,59,2016,September,142.2,2,0,FRA,284.4
City Hotel,0,42,2017,February,60.94,2,2,GBR,243.76
City Hotel,0,57,2016,November,105.0,2,1,FRA,315.0
City Hotel,0,136,2017,June,79.0,4,2,GBR,474.0
City Hotel,0,127,2017,July,98.1,3,0,AUT,294.29999999999995
City Hotel,0,172,2016,August,114.41,4,0,NLD,457.64
City Hotel,0,17,2016,December,138.0,2,0,FRA,276.0
City Hotel,0,19,2016,July,169.0,2,0,NLD,338.0
City Hotel,0,83,2015,September,0.0,2,0,PRT,0.0
City Hotel,0,29,2016,May,143.52,4,1,FRA,717.6
City Hotel,0,68,2017,January,111.6,2,0,BRA,223.2
City Hotel,0,33,2015,October,63.75,2,2,FRA,255.0
City Hotel,0,39,2015,August,109.0,2,0,DEU,218.0
City Hotel,0,117,2016,October,123.3,1,0,CHE,123.3
City Hotel,0,8,2016,November,83.13,3,0,FRA,249.39
City Hotel,0,0,2017,May,110.0,2,0,STP,220.0
City Hotel,0,28,2017,June,114.0,1,1,BRA,228.0
City Hotel,0,6,2016,March,88.92,5,0,GBR,444.6
City Hotel,0,0,2016,July,139.0,1,0,PRT,139.0
City Hotel,0,19,2017,May,155.0,1,1,GBR,310.0
City Hotel,0,4,2016,January,82.0,0,1,GBR,82.0
City Hotel,0,71,2016,April,112.8,1,2,PRT,338.4
City Hotel,0,3,2015,December,37.5,1,1,PRT,75.0
City Hotel,0,20,2017,July,140.0,0,1,ARE,140.0
City Hotel,0,108,2016,April,74.89,5,2,FRA,524.23
City Hotel,0,140,2015,November,65.0,3,0,PRT,195.0
City Hotel,0,61,2017,June,125.1,3,2,DEU,625.5
City Hotel,0,28,2016,May,144.8,2,1,DEU,434.4
City Hotel,0,33,2016,April,135.9,4,2,PRT,815.4000000000001
City Hotel,0,95,2017,June,126.0,3,0,BEL,378.0
City Hotel,0,4,2016,August,184.0,0,1,PRT,184.0
City Hotel,0,73,2016,March,59.5,2,2,DEU,238.0
City Hotel,0,50,2017,July,153.0,1,1,FRA,306.0
City Hotel,0,21,2015,September,104.43,5,2,ITA,731.01
City Hotel,0,72,2017,July,114.0,5,2,FRA,798.0
City Hotel,0,46,2016,May,177.0,4,1,ISR,885.0
City Hotel,0,32,2017,May,190.0,2,0,NLD,380.0
City Hotel,0,43,2017,April,140.0,2,0,ISR,280.0
City Hotel,0,87,2016,June,146.7,4,0,DEU,586.8
City Hotel,0,59,2017,May,125.8,1,1,USA,251.6
City Hotel,0,195,2016,August,112.2,5,2,ISR,785.4
City Hotel,0,11,2017,March,102.0,4,1,AGO,510.0
City Hotel,0,129,2017,July,89.1,3,1,CHE,356.4
City Hotel,0,84,2017,March,97.2,3,0,MUS,291.6
City Hotel,0,3,2016,December,110.5,4,0,HRV,442.0
City Hotel,0,32,2016,March,85.0,2,2,FRA,340.0
City Hotel,0,277,2017,July,89.1,2,0,GBR,178.2
City Hotel,0,146,2016,June,106.25,5,0,TUN,531.25
City Hotel,0,165,2017,June,166.5,3,0,DEU,499.5
City Hotel,0,2,2016,January,75.0,1,0,PRT,75.0
City Hotel,0,18,2016,April,129.0,1,0,CHE,129.0
City Hotel,0,143,2016,August,90.0,3,0,CZE,270.0
City Hotel,0,2,2016,April,72.75,2,2,CHE,291.0
City Hotel,0,17,2015,September,170.0,1,0,USA,170.0
City Hotel,0,149,2017,July,112.5,2,2,CHE,450.0
City Hotel,0,18,2015,December,102.88,2,2,ESP,411.52
City Hotel,0,159,2016,April,65.0,1,1,ESP,130.0
City Hotel,0,0,2017,March,108.0,0,1,PRT,108.0
City Hotel,0,129,2016,December,101.18,2,0,BRA,202.36
City Hotel,0,11,2017,July,125.02,2,2,DEU,500.08
City Hotel,0,0,2015,September,0.0,0,2,PRT,0.0
City Hotel,0,0,2016,May,93.0,0,1,PRT,93.0
City Hotel,0,104,2017,April,101.15,3,2,FRA,505.75
City Hotel,0,31,2017,March,127.0,1,1,GBR,254.0
City Hotel,0,77,2016,June,112.5,2,2,BEL,450.0
City Hotel,0,67,2016,June,116.1,2,0,FRA,232.2
City Hotel,0,15,2016,March,160.0,2,2,ESP,640.0
City Hotel,0,200,2016,August,62.18,2,2,ZAF,248.72
City Hotel,0,93,2016,June,126.9,1,1,CHN,253.8
City Hotel,0,6,2017,January,89.0,2,0,PRT,178.0
City Hotel,0,100,2016,March,53.24,4,0,FRA,212.96
City Hotel,0,60,2017,July,152.0,1,0,NOR,152.0
City Hotel,0,44,2016,March,103.95,2,0,FRA,207.9
City Hotel,0,40,2016,August,149.4,2,2,SVK,597.6
City Hotel,0,0,2015,August,90.0,2,0,ITA,180.0
City Hotel,0,130,2017,April,123.0,3,0,FRA,369.0
City Hotel,0,73,2016,April,105.9,3,0,FRA,317.70000000000005
City Hotel,0,155,2017,June,80.1,2,1,DEU,240.3
City Hotel,0,64,2016,November,126.0,4,0,PRT,504.0
City Hotel,0,59,2017,May,144.0,1,2,USA,432.0
City Hotel,0,6,2016,August,171.0,1,1,PRT,342.0
City Hotel,0,9,2016,August,159.0,2,1,DEU,477.0
City Hotel,0,0,2015,August,156.0,1,0,PRT,156.0
City Hotel,0,94,2015,December,72.25,2,1,NLD,216.75
City Hotel,0,5,2017,June,100.0,2,0,ESP,200.0
City Hotel,0,133,2016,March,84.33,2,1,PER,252.99
City Hotel,0,3,2017,January,108.0,1,0,PRT,108.0
City Hotel,0,16,2016,June,92.65,1,0,TUR,92.65
City Hotel,0,3,2017,March,78.4,0,1,PRT,78.4
City Hotel,0,3,2016,February,31.0,1,0,ESP,31.0
City Hotel,0,1,2016,February,91.0,1,0,DEU,91.0
City Hotel,0,16,2017,March,68.0,3,0,FRA,204.0
City Hotel,0,108,2016,July,138.55,4,1,PRT,692.75
City Hotel,0,46,2017,April,198.0,2,0,GBR,396.0
City Hotel,0,117,2017,July,80.1,0,2,PRT,160.2
City Hotel,0,30,2016,March,86.4,2,0,PRT,172.8
City Hotel,0,10,2015,August,0.0,1,0,PRT,0.0
City Hotel,0,34,2016,September,124.25,0,2,CHL,248.5
City Hotel,0,147,2016,July,89.25,2,2,AUS,357.0
City Hotel,0,190,2016,August,103.5,2,1,FRA,310.5
City Hotel,0,189,2017,July,139.5,0,2,DNK,279.0
City Hotel,0,153,2017,June,80.1,3,2,GBR,400.5
City Hotel,0,88,2016,April,58.9,2,1,DEU,176.7
City Hotel,0,107,2016,June,75.33,2,1,FRA,225.99
City Hotel,0,16,2017,February,207.0,2,0,FRA,414.0
City Hotel,0,0,2016,September,150.0,1,0,JPN,150.0
City Hotel,0,123,2017,March,91.8,3,1,DEU,367.2
City Hotel,0,118,2017,June,153.0,2,0,DEU,306.0
City Hotel,0,205,2017,April,95.46,2,0,FRA,190.92
City Hotel,0,114,2015,November,41.43,5,2,DEU,290.01
City Hotel,0,45,2015,October,78.54,3,1,GBR,314.16
City Hotel,0,278,2016,December,78.3,2,1,DEU,234.9
City Hotel,0,6,2017,July,95.0,1,0,PRT,95.0
City Hotel,0,1,2015,October,6.0,1,0,PRT,6.0
City Hotel,0,176,2017,August,80.1,5,2,DEU,560.6999999999999
City Hotel,0,243,2017,April,142.2,1,0,GBR,142.2
City Hotel,0,23,2016,October,119.4,1,0,BEL,119.4
City Hotel,0,208,2017,August,157.0,1,0,FRA,157.0
City Hotel,0,18,2016,November,68.0,5,2,ESP,476.0
City Hotel,0,86,2016,July,86.36,2,1,ESP,259.08
City Hotel,0,5,2015,August,124.0,1,0,FRA,124.0
City Hotel,0,0,2016,October,12.0,1,1,ESP,24.0
City Hotel,0,79,2015,December,60.0,2,1,FRA,180.0
City Hotel,0,2,2015,November,79.0,3,1,FRA,316.0
City Hotel,0,141,2017,March,91.48,2,0,GBR,182.96
City Hotel,0,160,2017,March,92.2,1,2,POL,276.6
City Hotel,0,71,2016,April,107.95,2,2,ITA,431.8
City Hotel,0,127,2016,May,99.45,5,2,GBR,696.15
City Hotel,0,150,2016,January,71.6,4,1,DEU,358.0
City Hotel,0,109,2016,October,66.49,3,0,CHE,199.47
City Hotel,0,0,2015,November,65.0,1,1,PRT,130.0
City Hotel,0,124,2016,July,96.9,5,2,DEU,678.3000000000001
City Hotel,0,54,2016,May,150.45,2,2,NLD,601.8
City Hotel,0,15,2017,February,93.0,2,1,FRA,279.0
City Hotel,0,0,2015,August,156.0,1,0,PRT,156.0
City Hotel,0,3,2017,March,88.2,1,0,ITA,88.2
City Hotel,0,117,2016,March,55.0,1,2,GBR,165.0
City Hotel,0,10,2016,May,146.0,2,1,FRA,438.0
City Hotel,0,59,2016,February,90.0,2,2,DEU,360.0
City Hotel,0,13,2016,December,88.4,5,1,FRA,530.4000000000001
City Hotel,0,131,2016,April,82.79,3,2,PRT,413.9500000000001
City Hotel,0,13,2016,February,87.0,0,2,FRA,174.0
City Hotel,0,10,2016,February,66.0,1,0,PRT,66.0
City Hotel,0,69,2016,December,77.86,2,2,ITA,311.44
City Hotel,0,70,2017,January,93.6,4,2,AUT,561.5999999999999
City Hotel,0,3,2016,December,81.6,3,1,POL,326.4
City Hotel,0,25,2016,June,104.0,2,0,NLD,208.0
City Hotel,0,31,2017,April,85.0,3,2,DEU,425.0
City Hotel,0,0,2017,January,80.0,2,2,KOR,320.0
City Hotel,0,134,2017,June,127.67,2,1,PRT,383.01
City Hotel,0,110,2017,April,140.0,1,2,FRA,420.0
City Hotel,0,54,2016,November,64.37,2,1,FRA,193.11
City Hotel,0,135,2017,April,85.0,5,2,NLD,595.0
City Hotel,0,224,2016,September,97.96,2,2,GBR,391.84
City Hotel,0,3,2016,June,113.0,0,2,SWE,226.0
City Hotel,0,42,2016,January,60.0,3,1,FRA,240.0
City Hotel,0,70,2017,April,110.0,3,0,FRA,330.0
City Hotel,0,131,2016,May,135.9,1,2,BEL,407.7000000000001
City Hotel,0,4,2016,February,93.0,1,0,PRT,93.0
City Hotel,0,19,2017,June,129.0,1,1,GBR,258.0
City Hotel,0,18,2017,July,195.0,1,0,PRT,195.0
City Hotel,0,17,2016,July,139.0,1,1,NOR,278.0
City Hotel,0,1,2016,November,59.03,1,0,PRT,59.03
City Hotel,0,10,2015,August,81.0,3,0,FRA,243.0
City Hotel,0,7,2016,December,79.0,3,1,FRA,316.0
City Hotel,0,2,2015,December,115.0,1,0,DEU,115.0
City Hotel,0,26,2017,February,90.0,1,1,FRA,180.0
City Hotel,0,11,2015,November,90.95,2,2,PRT,363.8
City Hotel,0,116,2016,February,76.0,1,2,PRT,228.0
City Hotel,0,11,2017,May,110.0,3,0,DZA,330.0
City Hotel,0,49,2016,May,159.3,1,1,CHN,318.6
City Hotel,0,4,2016,January,80.0,1,0,NOR,80.0
City Hotel,0,4,2017,February,80.0,0,2,HRV,160.0
City Hotel,0,88,2016,December,68.0,1,0,PRT,68.0
City Hotel,0,4,2017,March,78.71,2,2,FRA,314.84
City Hotel,0,110,2015,December,139.5,4,0,FRA,558.0
City Hotel,0,165,2017,May,108.0,3,0,FRA,324.0
City Hotel,0,1,2016,September,190.0,3,1,PRT,760.0
City Hotel,0,0,2016,June,135.5,3,1,PRT,542.0
City Hotel,0,18,2016,February,111.0,3,0,FRA,333.0
City Hotel,0,87,2016,May,119.85,3,2,FRA,599.25
City Hotel,0,28,2017,May,190.0,2,2,BRA,760.0
City Hotel,0,76,2016,June,131.4,2,0,NLD,262.8
City Hotel,0,13,2016,September,126.28,2,0,GBR,252.56
City Hotel,0,158,2017,August,126.0,2,0,NLD,252.0
City Hotel,0,23,2015,September,105.0,3,1,PRT,420.0
City Hotel,0,0,2017,January,53.52,2,1,USA,160.56
City Hotel,0,129,2016,June,85.5,3,0,DEU,256.5
City Hotel,0,12,2016,February,93.0,1,2,BEL,279.0
City Hotel,0,97,2016,August,150.3,2,1,IRL,450.9
City Hotel,0,106,2017,May,147.0,3,0,DEU,441.0
City Hotel,0,281,2017,August,107.1,2,2,DEU,428.4
City Hotel,0,5,2016,February,64.4,3,0,ESP,193.2
City Hotel,0,46,2016,June,89.1,2,0,ARG,178.2
City Hotel,0,40,2016,November,57.6,2,2,BRA,230.4
City Hotel,0,73,2016,October,113.4,1,0,GBR,113.4
City Hotel,0,56,2016,April,111.6,3,1,FRA,446.4
City Hotel,0,0,2016,September,0.0,2,1,PRT,0.0
City Hotel,0,20,2016,October,108.99,2,1,FRA,326.97
City Hotel,0,55,2016,December,79.2,1,1,AUS,158.4
City Hotel,0,116,2017,April,126.0,2,0,CZE,252.0
City Hotel,0,79,2016,November,79.2,2,1,DEU,237.6
City Hotel,0,133,2016,October,108.38,2,2,GBR,433.52
City Hotel,0,119,2016,June,119.85,5,2,FRA,838.9499999999999
City Hotel,0,32,2016,December,88.0,2,0,DEU,176.0
City Hotel,0,8,2017,July,99.2,2,0,ESP,198.4
City Hotel,0,99,2016,February,63.75,4,0,POL,255.0
City Hotel,0,122,2016,September,139.5,5,2,FRA,976.5
City Hotel,0,126,2016,September,89.24,2,0,PRT,178.48
City Hotel,0,1,2016,May,135.0,1,0,BRA,135.0
City Hotel,0,4,2015,September,132.13,6,2,PRT,1057.04
City Hotel,0,63,2016,July,137.7,0,1,AUT,137.7
City Hotel,0,34,2016,December,88.0,1,0,TUR,88.0
City Hotel,0,64,2017,July,144.67,5,1,SWE,868.02
City Hotel,0,129,2017,April,130.5,1,1,GBR,261.0
City Hotel,0,216,2016,December,78.3,1,2,ITA,234.9
City Hotel,0,2,2017,March,63.31,3,1,FRA,253.24
City Hotel,0,134,2016,July,89.85,4,0,FRA,359.4
City Hotel,0,2,2017,May,220.0,1,0,NLD,220.0
City Hotel,0,6,2015,November,65.0,1,0,PRT,65.0
City Hotel,0,19,2015,October,80.0,3,0,PRT,240.0
City Hotel,0,4,2015,November,68.0,2,2,FRA,272.0
City Hotel,0,50,2016,December,101.1,3,0,ITA,303.29999999999995
City Hotel,0,5,2016,December,68.0,1,1,DEU,136.0
City Hotel,0,105,2016,July,120.6,3,2,PRT,603.0
City Hotel,0,0,2017,March,97.2,1,0,ARG,97.2
City Hotel,0,48,2016,September,175.0,2,0,ESP,350.0
City Hotel,0,113,2016,May,105.3,2,1,PRT,315.9
City Hotel,0,176,2016,July,85.5,2,1,BEL,256.5
City Hotel,0,0,2016,January,76.0,1,0,PRT,76.0
City Hotel,0,0,2016,February,79.0,1,0,PRT,79.0
City Hotel,0,111,2016,August,148.5,1,2,ITA,445.5
City Hotel,0,0,2016,December,157.0,1,0,PRT,157.0
City Hotel,0,89,2016,April,65.13,2,2,ESP,260.52
City Hotel,0,40,2016,September,108.0,5,0,PER,540.0
City Hotel,0,153,2016,September,123.11,3,1,NLD,492.44
City Hotel,0,213,2016,August,127.5,2,1,PRT,382.5
City Hotel,0,112,2017,June,110.88,1,2,AUS,332.64
City Hotel,0,41,2016,August,177.3,3,0,ESP,531.9000000000001
City Hotel,0,174,2016,September,111.0,5,0,FRA,555.0
City Hotel,0,47,2015,November,65.0,1,0,PRT,65.0
City Hotel,0,1,2016,July,88.0,1,0,PRT,88.0
City Hotel,0,93,2017,August,123.0,3,2,ITA,615.0
City Hotel,0,247,2016,June,93.0,1,1,PRT,186.0
City Hotel,0,226,2016,July,64.25,2,0,USA,128.5
City Hotel,0,47,2017,June,140.0,2,2,GBR,560.0
City Hotel,0,29,2017,February,124.44,4,1,FRA,622.2
City Hotel,0,148,2017,June,154.8,3,0,GBR,464.4
City Hotel,0,65,2015,October,100.0,2,0,PRT,200.0
City Hotel,0,162,2016,July,112.0,3,0,FRA,336.0
City Hotel,0,1,2017,February,51.5,2,0,PRT,103.0
City Hotel,0,100,2016,July,130.5,2,2,DNK,522.0
City Hotel,0,24,2017,May,119.9,2,2,DEU,479.6
City Hotel,0,1,2017,January,95.0,1,0,PRT,95.0
City Hotel,0,55,2015,August,62.0,2,0,ESP,124.0
City Hotel,0,22,2017,July,108.0,1,0,HRV,108.0
City Hotel,0,215,2016,November,75.0,1,1,GBR,150.0
City Hotel,0,22,2017,March,74.8,4,1,BRA,374.0
City Hotel,0,1,2017,August,200.0,1,0,ESP,200.0
City Hotel,0,37,2016,January,58.37,3,1,GBR,233.48
City Hotel,0,108,2017,June,126.0,4,1,USA,630.0
City Hotel,0,19,2015,November,99.45,4,0,ESP,397.8
City Hotel,0,26,2015,October,77.0,2,1,IRL,231.0
City Hotel,0,1,2017,June,144.0,2,0,GBR,288.0
City Hotel,0,116,2017,March,97.2,2,1,FRA,291.6
City Hotel,0,62,2016,March,63.49,2,2,BEL,253.96
City Hotel,0,53,2017,February,108.5,5,2,DEU,759.5
City Hotel,0,50,2016,January,52.0,3,0,FRA,156.0
City Hotel,0,8,2016,November,103.0,1,1,GBR,206.0
City Hotel,0,31,2017,May,0.0,0,0,PRT,0.0
City Hotel,0,97,2017,May,171.0,2,1,FRA,513.0
City Hotel,0,7,2016,October,125.0,1,0,ESP,125.0
City Hotel,0,0,2017,June,158.0,0,1,CHN,158.0
City Hotel,0,48,2017,July,101.09,3,1,BEL,404.36
City Hotel,0,215,2017,July,99.9,3,0,DEU,299.70000000000005
City Hotel,0,6,2015,December,65.0,2,0,PRT,130.0
City Hotel,0,60,2016,October,127.8,1,0,IRL,127.8
City Hotel,0,0,2016,June,143.0,1,0,PRT,143.0
City Hotel,0,0,2017,July,140.0,0,1,RUS,140.0
City Hotel,0,5,2015,December,72.75,2,0,PRT,145.5
City Hotel,0,197,2017,August,118.2,2,1,NLD,354.6
City Hotel,0,67,2016,February,51.97,1,2,FRA,155.91
City Hotel,0,285,2017,August,179.1,5,2,BEL,1253.7
City Hotel,0,20,2016,June,76.5,3,0,BEL,229.5
City Hotel,0,283,2016,July,69.38,3,2,PRT,346.9
City Hotel,0,6,2016,June,213.0,5,0,CN,1065.0
City Hotel,0,79,2016,April,90.95,5,0,FRA,454.75
City Hotel,0,140,2016,July,88.77,1,1,USA,177.54
City Hotel,0,105,2016,March,97.12,4,2,DEU,582.72
City Hotel,0,170,2017,June,130.5,2,2,GBR,522.0
City Hotel,0,90,2017,May,135.0,1,2,FRA,405.0
City Hotel,0,16,2017,February,63.2,5,2,PRT,442.4
City Hotel,0,230,2016,August,158.95,3,1,GBR,635.8
City Hotel,0,230,2016,September,137.0,5,0,FRA,685.0
City Hotel,0,21,2016,September,84.0,2,1,PRT,252.0
City Hotel,0,13,2016,November,73.15,2,0,GBR,146.3
City Hotel,0,6,2017,January,71.86,6,2,ITA,574.88
City Hotel,0,83,2016,December,90.32,3,1,BRA,361.28
City Hotel,0,34,2017,January,75.0,1,0,ESP,75.0
